EV_MIN,odds_min,odds_max,ratio_min,rank_gap_min,bets,hits,hit_rate,stake,payout,ROI,mean_EV,mean_p,mean_odds
5,20,300,2.0,0,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.243777655930422,0.047193718801350086,188.23152173913047
5,20,300,3.0,0,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.243777655930422,0.047193718801350086,188.23152173913047
5,20,500,5.0,5,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.7032824432728555,0.04666941730341242,207.31086956521744
5,50,300,1.0,0,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.243777655930422,0.047193718801350086,188.23152173913047
5,50,300,1.5,0,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.243777655930422,0.047193718801350086,188.23152173913047
5,50,300,2.0,0,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.243777655930422,0.047193718801350086,188.23152173913047
5,50,300,3.0,0,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.243777655930422,0.047193718801350086,188.23152173913047
5,50,500,5.0,5,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.7032824432728555,0.04666941730341242,207.31086956521744
5,80,500,1.0,5,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.778647300698632,0.046313999298375645,209.36195652173913
5,80,500,1.5,5,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.778647300698632,0.046313999298375645,209.36195652173913
5,80,500,2.0,5,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.778647300698632,0.046313999298375645,209.36195652173913
5,80,500,3.0,5,92,1,0.010869565217391304,9200,14550,1.5815217391304348,7.778647300698632,0.046313999298375645,209.36195652173913
