race_id,nirenpuku_result,payout_nirenpuku_100
4420260408030012,3-5,230
6320260410010001,4-7,1220
6320260410010002,1-3,750
6320260410010003,2-4,1060
6320260410010004,3-4,100
6320260410010005,2-7,1310
6320260410010006,3-5,140
6320260410010007,1-5,1830
8320260410010001,3-5,1020
8320260410010002,1-5,220
8320260410010003,4-7,1040
1120260409030001,1-3,450
1120260409030002,1-7,200
2620260409030001,1-4,280
2620260409030002,1-4,640
2620260409030003,1-3,1220
2620260409030004,3-8,3400
2620260409030005,3-4,780
2620260409030006,1-3,210
2620260409030007,3-7,620
2620260409030008,1-5,380
2620260409030009,1-7,600
2620260409030010,5-8,220
2620260409030011,5-9,6080
2620260409030012,3-9,590
3620260409030001,3-5,640
3620260409030002,1-5,130
3620260409030003,1-7,1080
3620260409030004,2-6,1420
3620260409030005,1-7,160
3620260409030006,4-5,170
3620260409030007,3-4,520
3620260409030008,1-3,2130
3620260409030009,1-7,200
3620260409030010,2-6,240
3620260409030011,2-7,250
4220260411010001,5-6,780
4220260411010002,1-5,240
4220260411010003,2-4,100
4220260411010004,3-7,190
4220260411010005,2-7,110
4220260411010006,2-4,140
4220260411010007,5-7,2990
6320260410020001,3-4,8580
6320260410020002,3-5,1330
6320260410020003,2-7,320
6320260410020004,2-5,2360
6320260410020005,3-4,140
6320260410020006,2-7,180
6320260410020007,2-6,210
8320260410020001,5-7,1300
8320260410020002,1-4,1050
8320260410020003,3-4,360
1220260412010001,2-3,1930
1220260412010002,1-4,140
1220260412010003,1-4,120
2620260409040001,1-3,330
2620260409040002,1-2,240
2620260409040003,2-5,180
2620260409040004,1-9,350
2620260409040005,5-8,900
2620260409040006,2-9,6140
2620260409040007,1-9,360
2620260409040008,1-8,850
2620260409040009,3-8,5840
2620260409040010,1-3,360
2620260409040011,4-9,950
2620260409040012,3-9,400
4220260411020001,1-4,270
4220260411020002,1-3,130
4220260411020003,3-4,1920
4220260411020004,2-7,220
4220260411020005,3-7,1200
4220260411020006,5-6,350
4220260411020007,5-7,1530
4620260412010001,1-2,1220
4620260412010002,3-4,750
4620260412010003,2-7,150
4620260412010004,1-4,100
4620260412010005,3-7,940
4620260412010006,2-3,1330
4620260412010007,3-7,9060
4620260412010008,2-5,1380
4620260412010009,2-6,5280
4620260412010010,1-2,5020
4620260412010011,1-7,1290
4620260412010012,3-7,390
6320260410030001,1-7,240
6320260410030002,5-7,220
6320260410030003,1-6,770
6320260410030004,5-6,2250
6320260410030005,1-4,690
6320260410030006,3-4,300
6320260410030007,4-5,370
8320260410030001,3-4,580
8320260410030002,1-5,2210
2520260417020001,1-7,300
2520260417020002,5-6,4120
2520260417020003,3-4,230
2520260417020004,3-4,100
2520260417020005,3-5,150
2520260417020006,1-4,1160
2520260417020007,2-5,520
2520260417020008,2-5,1950
2520260417020009,1-6,13200
2520260417020010,1-2,740
2520260417020011,1-4,130
2720260417020001,2-4,400
2720260417020002,2-7,2730
2720260417020003,1-7,1330
3720260418010001,3-7,150
3720260418010002,3-6,1030
3720260418010003,4-5,4680
3720260418010004,1-7,130
3720260418010005,4-7,3660
3720260418010006,5-7,1370
3720260418010007,3-6,160
3720260418010008,2-5,680
3720260418010009,1-2,320
3720260418010010,1-3,1810
3720260418010011,2-4,3460
3720260418010012,3-7,1210
5320260418010001,3-7,620
5320260418010002,1-4,120
5320260418010003,5-7,300
6320260418010001,4-7,2110
6320260418010002,3-5,170
6320260418010003,2-4,390
6320260418010004,3-7,110
6320260418010005,1-4,830
6320260418010006,1-7,160
6320260418010007,4-6,3240
8420260418010001,1-9,230
8420260418010002,7-9,1180
8420260418010003,5-7,1000
8420260418010004,1-2,1830
8420260418010005,2-9,740
8420260418010006,2-5,780
8420260418010007,1-5,120
8420260418010008,1-9,150
8420260418010009,1-7,160
8420260418010010,2-5,130
8420260418010011,1-9,140
8420260418010012,5-9,320
2320260419010001,1-7,130
2320260419010002,1-5,150
2320260419010003,1-5,260
2320260419010004,1-5,760
2320260419010005,1-5,100
2320260419010006,1-4,120
2320260419010007,1-7,100
2520260417030001,2-7,130
2520260417030002,3-4,990
2520260417030003,5-6,2990
2520260417030004,3-5,230
2520260417030005,1-7,390
2520260417030006,6-7,1010
2520260417030007,2-6,270
2520260417030008,2-7,120
2520260417030009,3-4,120
2520260417030010,1-7,590
2520260417030011,5-7,2300
2720260417030001,2-5,820
2720260417030002,4-6,17140
2720260417030003,1-4,1420
3720260418020001,1-2,750
3720260418020002,1-3,400
3720260418020003,3-5,260
3720260418020004,2-5,770
3720260418020005,2-4,1270
3720260418020006,1-3,2960
3720260418020007,1-4,410
3720260418020008,3-5,2550
3720260418020009,1-2,310
3720260418020010,3-5,1720
3720260418020011,1-3,1180
3720260418020012,1-4,730
5320260418020001,1-2,1090
5320260418020002,1-2,300
5320260418020003,1-5,640
6320260418020001,3-5,140
6320260418020002,2-6,480
6320260418020003,5-7,830
6320260418020004,4-7,100
6320260418020005,3-7,280
6320260418020006,1-4,110
6320260418020007,2-7,200
8420260418020001,2-9,730
8420260418020002,3-7,230
8420260418020003,7-8,4040
8420260418020004,1-3,10940
8420260418020005,4-6,22370
8420260418020006,1-9,250
8420260418020007,1-7,2460
8420260418020008,5-9,630
8420260418020009,1-2,1630
8420260418020010,1-5,120
8420260418020011,1-5,110
8420260418020012,1-9,120
2120260422010001,1-3,890
2120260422010002,1-3,180
2120260422010003,2-4,1110
2220260422010001,1-7,230
2220260422010002,3-5,760
2220260422010003,1-2,930
2220260422010004,2-5,150
2220260422010005,5-7,310
2220260422010006,3-5,1310
2220260422010007,1-7,380
2220260422010008,3-5,140
2220260422010009,3-6,6910
2220260422010010,2-4,5290
2220260422010011,4-5,2050
2220260422010012,6-7,2090
2820260422010001,4-5,1180
2820260422010002,2-7,5930
2820260422010003,2-7,190
2820260422010004,5-7,4640
2820260422010005,1-5,120
2820260422010006,1-4,120
2820260422010007,3-7,360
3820260421020001,5-7,620
3820260421020002,2-4,790
3820260421020003,2-5,130
3820260421020004,4-7,390
3820260421020005,2-4,640
3820260421020006,1-4,250
3820260421020007,4-5,140
3820260421020008,4-5,1170
3820260421020009,2-5,1240
3820260421020010,2-7,910
3820260421020011,4-5,840
3820260421020012,2-4,11800
7320260420030001,3-7,430
7320260420030002,3-6,7250
7320260420030003,1-4,1070
7320260420030004,1-4,100
7320260420030005,1-7,1590
7320260420030006,5-6,1250
7320260420030007,2-4,4570
7320260420030008,2-7,820
7320260420030009,3-5,1540
7320260420030010,2-3,180
7320260420030011,4-7,580
7520260420030001,4-5,1940
7520260420030002,3-5,390
7520260420030003,3-4,430
7520260420030004,1-3,440
7520260420030005,1-5,450
7520260420030006,3-4,160
7520260420030007,4-5,370
7520260420030008,3-5,240
7520260420030009,4-7,950
7520260420030010,1-5,200
7520260420030011,2-7,3200
7520260420030012,1-7,240
8120260422010001,1-2,180
8120260422010002,1-5,230
8120260422010003,1-3,170
8120260422010004,1-3,470
8320260422010001,1-2,160
8320260422010002,3-5,1750
8320260422010003,3-5,430
8320260422010004,1-3,790
2520260427030001,3-4,1620
2520260427030002,6-7,2100
2520260427030003,1-7,660
4520260427030001,3-5,480
4520260427030002,1-5,860
4520260427030003,1-7,210
4520260427030004,5-6,3610
4520260427030005,2-3,1400
4520260427030006,2-4,350
4520260427030007,1-7,130
6120260428020001,4-7,3020
6120260428020002,3-7,3670
6120260428020003,1-6,15180
1120260430030001,1-6,340
1120260430030002,1-3,1190
2320260430030001,2-4,400
2320260430030002,2-3,1920
2320260430030003,1-7,1240
2320260430030004,2-5,590
2320260430030005,4-6,2340
2320260430030006,5-7,1900
2320260430030007,3-4,1040
3520260501020001,1-3,220
3520260501020002,6-9,3580
3520260501020003,3-7,260
3520260501020004,3-4,16910
3520260501020005,1-5,460
3520260501020006,4-7,860
3520260501020007,3-7,420
3520260501020008,1-5,270
3520260501020009,6-9,4580
3520260501020010,1-2,2220
3520260501020011,1-7,670
4620260430030001,3-7,4870
4620260430030002,3-4,340
4620260430030003,1-4,500
4620260430030004,4-6,200
4620260430030005,2-5,810
4620260430030006,2-7,180
4620260430030007,1-4,580
4620260430030008,1-7,160
4620260430030009,1-4,370
4620260430030010,5-6,370
4620260430030011,3-4,1450
5320260501020001,1-4,170
5320260501020002,2-5,3300
5320260501020003,1-7,1640
6320260501020001,1-6,1250
6320260501020002,1-4,850
6320260501020003,1-7,740
6320260501020004,4-5,6440
6320260501020005,1-7,200
6320260501020006,4-6,310
6320260501020007,1-3,140
2620260501030001,1-5,790
2620260501030002,1-3,210
2620260501030003,1-6,430
2620260501030004,2-3,490
2720260503010001,4-6,3410
2720260503010002,2-4,1250
2720260503010003,2-5,920
2720260503010004,3-7,110
2720260503010005,1-5,120
2720260503010006,5-6,1410
2720260503010007,1-3,490
2720260503010008,1-4,140
2720260503010009,2-3,2240
2720260503010010,1-4,1160
2720260503010011,1-3,890
3520260501030001,1-5,1100
3520260501030002,2-9,1920
3520260501030003,2-7,1230
3520260501030004,7-9,6240
3520260501030005,7-8,1310
3520260501030006,1-4,10070
3520260501030007,1-7,3400
3520260501030008,2-7,380
3520260501030009,7-9,1670
3520260501030010,1-4,2830
3520260501030011,2-7,210
5320260501030001,2-3,1930
5320260501030002,1-7,160
5320260501030003,3-7,630
5320260501030004,4-5,140
5320260501030005,1-4,160
5320260501030006,3-7,820
5320260501030007,2-3,1420
5320260501030008,3-4,990
5320260501030009,1-7,220
5320260501030010,1-6,170
5320260501030011,6-7,2510
5320260501030012,2-5,180
6320260501030001,1-4,630
6320260501030002,2-5,910
6320260501030003,4-5,120
6320260501030004,1-7,150
6320260501030005,1-2,530
6320260501030006,3-7,210
6320260501030007,1-3,540
7520260501030001,2-5,1050
7520260501030002,1-5,930
7520260501030003,1-2,420
7520260501030004,5-6,1440
8320260501030001,2-3,360
8320260501030002,4-6,190
8320260501030003,1-3,140
1220260504020001,1-6,760
1220260504020002,3-7,360
1220260504020003,3-4,2440
1220260504020004,3-4,930
1220260504020005,1-4,2170
1220260504020006,2-7,1440
1220260504020007,2-5,460
2120260504020001,1-3,300
2120260504020002,1-3,330
2120260504020003,1-4,170
2720260503030001,2-4,610
2720260503030002,1-5,4500
2720260503030003,2-7,330
2720260503030004,1-6,1920
2720260503030005,2-5,500
2720260503030006,1-3,1820
2720260503030007,1-2,150
2720260503030008,1-2,150
2720260503030009,1-3,2180
2720260503030010,1-5,210
2720260503030011,2-5,300
3520260501050001,6-7,3120
3520260501050002,5-9,2760
3520260501050003,2-7,5280
3520260501050004,1-7,1220
3520260501050005,1-5,630
3520260501050006,1-2,1010
3520260501050007,3-7,750
3520260501050008,1-5,720
3520260501050009,6-7,1420
3520260501050010,6-9,940
3520260501050011,3-5,2430
4320260505010001,1-3,1170
4320260505010002,1-4,120
4320260505010003,2-5,120
4320260505010004,1-4,260
4320260505010005,4-7,710
4320260505010006,1-4,100
4320260505010007,5-7,550
4720260504020001,3-7,180
4720260504020002,4-7,2120
4720260504020003,3-5,620
4720260504020004,3-5,170
4720260504020005,1-5,240
4720260504020006,2-3,540
4720260504020007,4-6,150
4720260504020008,4-5,980
4720260504020009,5-7,420
4720260504020010,6-7,3530
4720260504020011,2-6,7160
4720260504020012,1-4,180
5620260504020001,1-5,490
5620260504020002,2-5,180
5620260504020003,3-7,130
5620260504020004,3-7,400
5620260504020005,4-6,5690
5620260504020006,1-5,460
5620260504020007,2-3,110
5620260504020008,1-5,420
5620260504020009,5-7,1180
5620260504020010,2-5,390
5620260504020011,1-2,690
5620260504020012,3-5,950
7420260504020001,1-2,240
7420260504020002,1-3,440
1220260504030001,1-7,450
1220260504030002,3-5,1000
1220260504030003,2-5,1520
1220260504030004,1-4,260
1220260504030005,3-4,260
1220260504030006,3-5,1060
1220260504030007,5-7,4270
3520260501060001,3-8,5580
3520260501060002,2-5,610
3520260501060003,3-9,3910
3520260501060004,3-9,3610
3520260501060005,1-3,2400
3520260501060006,1-6,2170
3520260501060007,2-5,620
3520260501060008,2-7,1430
3520260501060009,2-4,2450
3520260501060010,4-9,4400
3520260501060011,2-5,480
4320260505020001,1-4,490
4320260505020002,4-6,1930
4320260505020003,4-7,220
4320260505020004,1-2,2260
4320260505020005,2-3,770
4320260505020006,1-5,240
4320260505020007,1-5,250
4720260504030001,1-6,2400
4720260504030002,2-4,1040
5620260504030001,2-6,560
5620260504030002,1-5,150
5620260504030003,3-7,2080
5620260504030004,2-7,3240
5620260504030005,4-7,12620
5620260504030006,2-4,500
5620260504030007,5-6,5730
5620260504030008,1-3,770
5620260504030009,1-7,360
5620260504030010,4-7,420
5620260504030011,1-4,460
5620260504030012,4-7,780
6220260506010001,1-2,1680
6220260506010002,3-4,750
6220260506010003,1-5,120
1120260507010001,4-7,180
1120260507010002,2-4,770
1120260507010003,3-5,160
1120260507010004,1-2,3920
1120260507010005,4-7,140
1120260507010006,3-4,4830
1120260507010007,2-3,7020
1120260507010008,4-7,2690
1120260507010009,1-5,470
1120260507010010,2-5,170
1120260507010011,2-5,400
4320260505030001,1-6,210
4320260505030002,2-4,640
4320260505030003,3-7,180
4320260505030004,2-7,390
4320260505030005,1-4,1400
4320260505030006,3-7,140
4320260505030007,3-5,2400
6220260506020001,1-2,840
6220260506020002,3-5,650
6220260506020003,4-5,390
6220260506020004,1-3,590
6220260506020005,4-5,290
6220260506020006,1-2,1010
6220260506020007,3-7,250
6220260506020008,4-7,1070
6220260506020009,2-4,4730
6220260506020010,1-7,2900
6220260506020011,1-3,2920
6220260506020012,1-4,160
8720260507010001,1-4,210
8720260507010002,2-5,1480
8720260507010003,3-7,720
8720260507010004,1-7,720
8720260507010005,5-7,820
8720260507010006,1-2,3790
8720260507010007,1-7,270
8720260507010008,1-5,150
8720260507010009,4-5,1050
8720260507010010,4-5,2380
8720260507010011,2-7,140
8720260507010012,3-6,670
1120260514030001,1-5,380
1120260514030002,4-8,1600
1120260514030003,5-8,910
1120260514030004,3-4,2370
2420260515020001,1-7,590
2420260515020002,2-4,1070
2420260515020003,1-4,1260
2420260515020004,2-5,2580
2420260515020005,1-6,870
2420260515020006,4-5,120
2420260515020007,2-4,510
2420260515020008,5-6,1430
2420260515020009,2-7,840
2420260515020010,2-7,1710
2420260515020011,4-6,570
3120260514030001,1-2,800
3120260514030002,3-5,500
3120260514030003,4-5,1400
3120260514030004,4-6,430
3120260514030005,5-6,3910
3120260514030006,1-5,1160
3120260514030007,2-5,160
3620260515020001,2-5,1140
3620260515020002,2-4,200
3620260515020003,5-6,1370
3620260515020004,4-5,1460
3620260515020005,2-4,2060
3620260515020006,1-5,390
3620260515020007,4-7,790
3620260515020008,1-5,230
3620260515020009,2-5,1250
3620260515020010,2-5,2690
3620260515020011,1-7,310
3620260515020012,1-7,1680
1120260514040001,1-3,1920
1120260514040002,1-5,120
1120260514040003,4-5,6350
1120260514040004,7-9,470
2420260515030001,1-2,410
2420260515030002,1-5,210
2420260515030003,2-6,270
2420260515030004,5-7,1140
2420260515030005,6-7,920
2420260515030006,3-5,410
2420260515030007,2-3,1950
2420260515030008,1-6,11400
2420260515030009,5-7,390
2420260515030010,2-7,690
2420260515030011,1-3,280
3620260515030001,6-7,3470
3620260515030002,1-6,610
3620260515030003,2-5,870
3620260515030004,1-4,550
3620260515030005,1-5,1930
3620260515030006,1-4,140
3620260515030007,1-6,2270
3620260515030008,2-4,740
3620260515030009,1-7,190
3620260515030010,1-4,210
3620260515030011,3-4,350
3620260515030012,3-4,3210
5520260517010001,3-5,170
5520260517010003,3-4,800
5520260517010004,5-7,100
5520260517010005,1-4,230
5520260517010006,2-7,13750
5520260517010007,5-7,160
5520260517010008,4-7,2000
5520260517010009,4-5,590
5520260517010010,4-5,390
5520260517010011,5-7,2370
5520260517010012,1-4,680
6320260517010001,4-5,1150
6320260517010002,2-7,5800
6320260517010003,3-5,210
6320260517010004,4-5,460
6320260517010005,1-4,210
6320260517010006,2-5,100
6320260517010007,5-7,670
8320260517010001,6-7,1340
8320260517010002,1-5,120
8320260517010003,4-7,110
8320260517010004,3-5,3470
1120260523020001,1-3,970
1120260523020002,1-3,1870
1120260523020003,2-7,990
2520260522030001,1-6,150
2520260522030002,1-6,6260
2520260522030003,4-7,630
2520260522030004,4-7,1860
2520260522030005,2-5,1090
2520260522030006,2-7,710
2520260522030007,1-3,290
3520260522030001,1-3,140
3520260522030002,2-4,340
3820260524010001,3-7,1390
3820260524010002,2-4,230
3820260524010003,3-4,210
3820260524010004,2-7,1160
3820260524010005,1-3,960
3820260524010006,2-7,200
3820260524010007,3-5,560
3820260524010008,2-5,290
3820260524010009,2-4,790
3820260524010010,2-7,110
3820260524010011,2-4,420
5520260523020001,1-2,570
5520260523020002,2-4,450
5520260523020003,4-7,1330
5520260523020004,1-6,370
5520260523020005,4-7,150
5520260523020006,1-5,160
5520260523020007,4-7,500
8420260523020001,3-5,8330
8420260523020002,4-5,2330
8420260523020003,3-5,430
8420260523020004,4-7,940
8420260523020005,3-5,250
8420260523020006,3-5,640
8420260523020007,1-4,1290
8420260523020008,5-9,240
8420260523020009,2-9,490
8420260523020010,2-8,10300
8420260523020011,3-5,3990
8420260523020012,3-9,920
1120260523030001,4-5,160
1120260523030002,2-4,390
1120260523030003,2-7,170
3820260524020001,2-5,410
3820260524020002,2-4,210
3820260524020003,4-7,19410
3820260524020004,4-5,260
3820260524020005,2-6,220
3820260524020006,2-7,220
3820260524020007,2-5,240
3820260524020008,4-7,980
3820260524020009,2-4,460
3820260524020010,4-7,130
3820260524020011,1-5,640
4420260525010001,1-2,230
4420260525010002,2-4,2160
4420260525010003,3-5,900
4420260525010004,1-5,490
4420260525010005,5-7,3240
4420260525010006,1-5,11400
4420260525010007,2-6,6020
4420260525010008,1-6,3530
4420260525010009,2-3,2700
4420260525010010,3-5,360
4420260525010011,5-7,1670
4420260525010012,3-4,160
5520260523030001,1-2,830
5520260523030002,2-7,620
5520260523030003,1-7,820
5520260523030004,1-4,380
5520260523030005,3-7,790
5520260523030006,5-7,930
5520260523030007,1-4,1350
8620260525010001,2-4,320
8620260525010002,1-4,480
8620260525010003,3-7,140
2220260526010001,2-7,280
2220260526010002,5-7,570
2220260526010003,1-3,110
3820260524030001,5-7,1580
3820260524030002,1-7,2110
3820260524030003,1-5,1200
3820260524030004,4-5,270
3820260524030005,4-5,410
3820260524030006,2-3,1060
3820260524030007,3-5,550
3820260524030008,2-5,140
3820260524030009,5-7,270
3820260524030010,3-5,520
3820260524030011,3-5,1270
4420260525020001,3-6,240
4420260525020002,1-6,6470
4420260525020003,1-5,370
4420260525020004,2-5,140
4420260525020005,3-7,120
4420260525020006,1-7,210
4420260525020007,2-5,2580
4420260525020008,1-2,920
4420260525020009,3-4,1380
4420260525020010,5-7,560
4420260525020011,1-5,200
4420260525020012,2-3,800
7520260526010001,1-7,180
7520260526010002,3-4,260
7520260526010003,1-5,2640
7520260526010004,3-5,180
7520260526010005,5-7,660
7520260526010006,3-5,6410
7520260526010007,1-7,220
8620260525020001,1-3,1320
8620260525020002,1-7,200
8620260525020003,2-5,150
2120260527010001,2-5,540
2120260527010002,1-6,1310
2120260527010003,3-7,100
2120260527010004,1-4,160
2120260527010005,1-4,170
2120260527010006,2-6,4770
2120260527010007,1-7,4610
2120260527010008,1-2,770
2120260527010009,2-7,280
2120260527010010,2-4,210
2120260527010011,2-7,870
2120260527010012,2-6,320
2220260526020001,1-3,160
2220260526020002,1-7,150
2220260526020003,2-5,230
4420260525030001,1-4,1150
4420260525030002,4-6,5460
4420260525030003,2-5,430
4420260525030004,1-5,1160
4420260525030005,2-4,450
4420260525030006,3-5,180
4420260525030007,1-4,1050
4420260525030008,3-4,260
4420260525030009,2-7,150
4420260525030010,1-3,1910
4420260525030011,1-5,1240
4420260525030012,1-6,2670
7520260526020001,3-7,1980
7520260526020002,2-7,650
7520260526020003,1-4,460
7520260526020004,4-7,3620
7520260526020005,4-5,1310
7520260526020006,1-5,620
7520260526020007,1-4,130
8620260525030001,1-4,130
8620260525030002,2-3,190
8620260525030003,3-4,450
1120260530020001,3-4,990
1120260530020002,2-3,980
2420260530020001,3-4,1480
2420260530020002,1-9,450
2420260530020003,4-5,15840
2420260530020004,2-7,1250
2420260530020005,3-7,1740
2420260530020006,2-9,700
2420260530020007,2-5,460
2420260530020008,2-7,4950
2420260530020009,3-9,2070
2420260530020010,2-5,200
2420260530020011,1-7,130
2420260530020012,8-9,7110
3120260531010001,3-7,610
3120260531010002,1-4,640
3120260531010003,1-4,1350
3620260531010001,1-5,100
3620260531010002,3-7,13870
3620260531010003,1-4,580
3620260531010004,4-7,590
3620260531010005,2-6,2020
3620260531010006,3-5,190
3620260531010007,5-6,1660
8720260529030001,4-5,500
8720260529030002,3-7,250
8720260529030003,3-4,140
8720260529030004,4-5,130
8720260529030005,1-2,730
8720260529030006,2-4,2910
8720260529030007,1-4,500
8720260529030008,1-3,1620
8720260529030009,1-2,240
8720260529030010,5-7,3190
8720260529030011,1-3,430
1220260602030001,1-5,280
1220260602030002,2-7,1900
1220260602030003,1-5,200
2120260604010001,1-4,410
2120260604010002,4-7,890
2120260604010003,2-5,100
4320260604010001,2-7,140
4320260604010002,1-6,260
4320260604010003,3-4,3430
4320260604010004,2-5,150
4320260604010005,5-7,130
4320260604010006,1-4,110
4320260604010007,1-5,100
6320260603020001,1-7,160
6320260603020002,2-5,730
6320260603020003,2-4,690
6320260603020004,1-4,1520
6320260603020005,3-5,160
6320260603020006,5-6,600
6320260603020007,3-7,120
6320260603020008,3-7,870
6320260603020009,2-4,4510
6320260603020010,1-5,290
6320260603020011,1-5,130
8320260604010001,4-7,2370
8320260604010002,3-6,820
8320260604010003,2-9,1640
8320260604010004,2-9,1510
8320260604010005,1-9,230
8320260604010006,3-7,310
8320260604010007,1-5,170
8320260604010008,2-7,390
8320260604010009,1-9,110
8320260604010010,2-5,140
8320260604010011,2-7,130
8320260604010012,2-3,5160
1120260605030001,3-5,100
1120260605030002,1-5,200
2520260605030001,2-5,250
2520260605030002,3-5,1310
2520260605030003,1-3,360
2520260605030004,1-7,4520
2520260605030005,2-5,2500
2520260605030006,1-4,130
2520260605030007,4-5,3860
3720260607010001,3-7,210
3720260607010002,4-7,320
3720260607010003,2-4,150
4720260607010001,2-7,450
4720260607010002,1-5,230
4720260607010003,1-5,1230
4720260607010004,3-7,190
4720260607010005,1-4,290
4720260607010006,3-5,2120
4720260607010007,1-5,410
4720260607010008,3-5,250
4720260607010009,1-4,610
4720260607010010,2-5,170
4720260607010011,2-5,1490
4720260607010012,3-5,1010
8320260604040001,2-9,350
8320260604040002,3-5,1130
8320260604040003,1-2,1240
8320260604040004,2-9,920
8320260604040005,2-7,1090
8320260604040006,3-7,1920
8320260604040007,2-9,550
8320260604040008,1-5,190
8320260604040009,2-8,2280
8320260604040010,2-7,430
8320260604040011,1-5,180
8320260604040012,3-9,320
2120260612020001,1-4,790
2120260612020002,2-5,2890
2320260613010001,2-5,1460
2320260613010002,4-5,1530
2320260613010003,1-7,11720
2320260613010004,1-7,550
2320260613010005,2-7,2910
2320260613010006,1-5,100
2320260613010007,3-5,1510
3720260613010001,1-3,670
3720260613010002,3-6,2650
3720260613010003,2-4,330
3720260613010004,3-4,130
3720260613010005,1-7,540
3720260613010006,1-7,1210
3720260613010007,5-7,920
3720260613010008,1-3,1880
3720260613010009,2-5,230
3720260613010010,1-3,330
3720260613010011,1-7,120
3720260613010012,5-6,4340
4320260611030001,1-3,990
4320260611030002,3-4,360
4320260611030003,1-3,770
4320260611030004,4-7,15480
4320260611030005,2-7,300
4320260611030006,3-7,280
4320260611030007,2-8,5890
4320260611030008,2-3,1620
4320260611030009,3-5,1810
4320260611030010,6-7,1810
4320260611030011,2-9,450
4320260611030012,2-4,2160
5320260613010001,1-3,510
5320260613010002,1-5,500
5320260613010003,2-7,100
5320260613010004,1-5,110
5320260613010005,4-5,200
5320260613010006,1-6,160
5320260613010007,4-7,370
5320260613010008,1-7,510
5320260613010009,4-5,110
5320260613010010,1-4,150
5320260613010011,1-5,2390
6120260611030001,1-5,3040
6120260611030002,1-5,310
6120260611030005,1-8,780
6120260611030006,3-9,1030
6120260611030007,1-9,6410
6120260611030008,3-5,250
6120260611030009,4-9,1350
6120260611030010,3-7,3620
6120260611030011,1-9,400
6120260611030012,1-4,4380
8420260612020001,1-2,150
8420260612020002,1-3,640
8420260612020003,1-2,120
1220260617010001,2-5,880
1220260617010002,1-6,3520
1220260617010003,1-7,1500
1220260617010004,1-2,720
1220260617010005,3-7,200
1220260617010006,1-4,140
1220260617010007,2-5,130
2720260617010002,1-5,640
2720260617010003,2-7,8290
2720260617010004,2-5,110
2720260617010005,2-3,4300
2720260617010006,2-5,600
2720260617010007,4-5,2040
2720260617010008,2-5,130
2720260617010009,4-7,2270
2720260617010010,1-4,130
2720260617010011,3-4,150
2720260617010012,1-5,5660
3120260615030001,1-2,180
3120260615030002,1-6,240
3120260615030003,2-3,940
3120260615030004,1-3,140
3120260615030005,2-3,190
3120260615030006,1-6,600
3120260615030007,5-6,970
3120260615030008,1-4,280
3120260615030009,2-5,1530
4620260616020001,4-5,460
4620260616020002,2-3,1550
4620260616020003,1-7,350
4620260616020004,4-5,260
4620260616020005,4-5,480
4620260616020006,3-4,270
4620260616020007,2-7,120
4620260616020008,2-5,280
4620260616020009,3-4,590
4620260616020010,2-5,200
4620260616020011,1-4,200
4720260615030001,1-2,260
4720260615030002,1-6,820
4720260615030003,1-2,180
4720260615030004,2-3,310
4720260615030005,1-3,710
4720260615030006,1-6,2760
4720260615030007,3-4,420
4720260615030008,1-4,420
4720260615030009,3-5,240
5620260616020001,3-5,860
5620260616020002,1-9,5750
5620260616020003,2-5,3140
5620260616020004,7-9,220
5620260616020005,4-5,5080
5620260616020006,5-7,3010
5620260616020007,2-4,3520
5620260616020008,1-6,8080
5620260616020009,3-4,2380
5620260616020010,3-9,950
5620260616020011,1-3,700
5620260616020012,3-6,2560
8620260615030001,3-7,350
8620260615030002,3-4,600
8620260615030003,1-5,250
8620260615030004,2-7,3060
8620260615030005,2-4,4730
8620260615030006,4-7,240
8620260615030007,3-7,220
8620260615030008,3-5,220
8620260615030009,1-6,1470
8620260615030010,1-4,220
8620260615030011,5-7,750
8620260615030012,1-5,5470
1220260617020001,1-5,240
1220260617020002,2-7,720
1220260617020003,1-7,750
1220260617020004,1-4,230
1220260617020005,4-7,780
1220260617020006,1-2,730
1220260617020007,1-4,1310
2720260617020001,3-4,600
2720260617020002,1-5,100
2720260617020003,2-7,230
2720260617020004,2-3,2740
2720260617020005,4-5,590
2720260617020006,1-7,240
2720260617020007,1-5,590
2720260617020008,1-6,7310
2720260617020009,5-6,940
2720260617020010,2-5,320
4620260616030001,1-2,1650
4620260616030002,2-6,1530
4620260616030003,1-4,160
4620260616030004,2-5,2150
4620260616030005,2-6,420
4620260616030006,6-7,7350
4620260616030007,2-7,390
4620260616030008,2-4,850
4620260616030009,4-5,130
4620260616030010,4-7,430
5620260616030001,3-4,660
5620260616030002,3-6,2840
5620260616030003,1-7,400
5620260616030004,1-9,650
5620260616030005,1-3,260
5620260616030006,6-7,2030
5620260616030007,3-7,1490
5620260616030008,6-7,3300
5620260616030009,3-7,540
5620260616030010,2-9,400
5620260616030011,1-8,1000
5620260616030012,1-2,310
8120260618010001,1-7,470
8120260618010002,4-7,430
8120260618010003,2-4,1320
8120260618010004,1-4,100
8120260618010005,5-7,2790
8120260618010006,3-4,250
8120260618010007,1-4,120
8120260618010008,1-7,150
8120260618010009,1-5,120
1120260620010001,3-6,2860
1120260620010002,1-5,800
1120260620010003,5-7,1330
1120260620010004,4-5,2460
1120260620010005,3-6,1310
1120260620010006,2-5,340
1120260620010007,1-5,310
1120260620010008,4-5,1100
1120260620010009,2-5,170
1120260620010010,3-4,1640
